Longitud,Latitud,Rendimiento (kg/ha),Zona
-51.18778049202302,-27.428141335983348,3865.48,Área 02
-51.18778041565068,-27.4280961960083,3123.42,Área 02
-51.18778033927852,-27.42805105603297,3651.8,Área 02
-51.187780262906536,-27.42800591605734,3672.33,Área 02
-51.18778018653473,-27.427960776081417,3254.71,Área 02
-51.18778011016311,-27.427915636105208,3770.66,Área 02
-51.18778003379166,-27.4278704961287,3360.21,Área 02
-51.18777995742038,-27.4278253561519,3495.08,Área 02
-51.187779881049295,-27.427780216174803,3488.16,Área 02
-51.18777980467838,-27.42773507619743,3389.69,Área 02
-51.187779728307646,-27.427689936219746,3626.14,Área 02
-51.187779651937085,-27.427644796241776,3621.99,Área 02
-51.18777957556671,-27.427599656263514,2986.67,Área 02
-51.1877794991965,-27.427554516284964,3750.06,Área 02
-51.18777942282648,-27.427509376306112,3008.53,Área 02
-51.18777934645663,-27.427464236326976,3682.47,Área 02
-51.18777927008696,-27.42741909634754,3706.19,Área 02
-51.187779193717475,-27.427373956367813,3151.95,Área 02
-51.187779117348164,-27.427328816387796,3322.17,Área 02
-51.18777904097903,-27.427283676407484,3148.62,Área 02
-51.187778964610075,-27.42723853642688,3371.5,Área 02
-51.1877788882413,-27.427193396445986,3348.4,Área 02
-51.1877788118727,-27.427148256464793,3620.5,Área 02
-51.187778735504274,-27.427103116483316,3753.34,Área 02
-51.187778659136036,-27.427057976501544,3774.86,Área 02
-51.18777858276797,-27.427012836519477,3285.58,Área 02
-51.18777850640008,-27.42696769653712,3373.99,Área 02
-51.18777843003237,-27.42692255655447,3005.61,Área 02
-51.18777835366484,-27.426877416571525,3225.18,Área 02
-51.18777827729749,-27.426832276588282,3668.04,Área 02
-51.18777820093031,-27.426787136604755,3830.9,Área 02
-51.187778124563316,-27.426741996620933,3118.6,Área 02
-51.18777804819649,-27.426696856636813,3279.25,Área 02
-51.18777797182985,-27.426651716652415,3420.94,Área 02
-51.18777789546339,-27.426606576667712,3497.76,Área 02
-51.18777781909711,-27.426561436682718,3225.49,Área 02
-51.187777742731,-27.426516296697432,3534.09,Área 02
-51.18777766636507,-27.42647115671186,3309.79,Área 02
-51.18777758999932,-27.426426016725983,3424.81,Área 02
-51.18777751363375,-27.426380876739824,3565.17,Área 02
-51.18777743726835,-27.426335736753373,3430.38,Área 02
-51.187777360903134,-27.42629059676662,3319.86,Área 02
-51.1877772845381,-27.42624545677958,3401.73,Área 02
-51.18777720817324,-27.42620031679225,3407.22,Área 02
-51.18777713180856,-27.42615517680462,3336.98,Área 02
-51.18777705544405,-27.426110036816702,3364.96,Área 02
-51.18777697907973,-27.426064896828493,3829.5,Área 02
-51.18777690271558,-27.426019756839985,3570.24,Área 02
-51.1877768263516,-27.42597461685119,3356.32,Área 02
-51.18777674998781,-27.425929476862102,3604.6,Área 02
-51.1877766736242,-27.425884336872723,3347.09,Área 02
-51.187776597260765,-27.425839196883043,3724.0,Área 02
-51.18777652089751,-27.42579405689308,3523.3,Área 02
-51.18777644453442,-27.42574891690282,3404.24,Área 02
-51.18777636817153,-27.425703776912265,3543.17,Área 02
-51.1877762918088,-27.42565863692142,3038.7,Área 02
-51.18777621544625,-27.42561349693029,3149.9,Área 02
-51.18777613908389,-27.425568356938854,3133.29,Área 02
-51.187776062721696,-27.42552321694713,3467.68,Área 02
-51.18777598635968,-27.42547807695512,3865.25,Área 02
-51.18777590999785,-27.42543293696281,3990.12,Área 02
-51.187775833636195,-27.42538779697021,3591.98,Área 02
-51.187775757274714,-27.42534265697731,3557.86,Área 02
-51.18777568091342,-27.425297516984127,2982.56,Área 02
-51.1877756045523,-27.425252376990652,3297.33,Área 02
-51.18777552819135,-27.425207236996883,3236.22,Área 02
-51.18777545183059,-27.425162097002822,3278.13,Área 02
-51.18777537547,-27.425116957008463,3391.48,Área 02
-51.187775299109596,-27.425071817013816,3315.67,Área 02
-51.18777522274936,-27.42502667701887,2939.04,Área 02
-51.187775146389306,-27.42498153702364,3621.02,Área 02
-51.18777507002943,-27.424936397028112,3166.03,Área 02
-51.187774993669734,-27.4248912570323,3494.2,Área 02
-51.187774917310215,-27.42484611703618,3953.09,Área 02
-51.18777484095087,-27.424800977039776,3204.89,Área 02
-51.187774764591715,-27.424755837043083,2802.34,Área 02
-51.18777468823273,-27.42471069704609,3363.59,Área 02
-51.18777461187392,-27.424665557048815,3710.5,Área 02
-51.18777453551529,-27.424620417051234,3925.02,Área 02
-51.187774459156834,-27.424575277053368,3128.22,Área 02
-51.187774382798565,-27.424530137055207,3559.96,Área 02
-51.18777430644047,-27.42448499705676,3319.63,Área 02
-51.18777423008255,-27.42443985705801,3409.64,Área 02
-51.18777415372481,-27.42439471705897,4097.39,Área 02
-51.18777407736726,-27.42434957705964,3060.74,Área 02
-51.18777400100988,-27.42430443706002,3500.09,Área 02
-51.187773924652674,-27.424259297060107,3553.75,Área 02
-51.18777384829564,-27.4242141570599,3708.44,Área 02
-51.187773771938794,-27.424169017059395,3461.67,Área 02
-51.187773695582116,-27.4241238770586,3514.36,Área 02
-51.187773619225624,-27.424078737057517,3339.6,Área 02
-51.187773542869316,-27.42403359705614,3504.97,Área 02
-51.18777346651318,-27.42398845705447,3352.06,Área 02
-51.18777339015722,-27.423943317052505,3593.43,Área 02
-51.187773313801436,-27.423898177050248,3345.8,Área 02
-51.18777323744584,-27.4238530370477,3532.65,Área 02
-51.18777316109041,-27.423807897044863,3431.24,Área 02
-51.18777308473517,-27.42376275704173,3720.24,Área 02
-51.187660912069006,-27.429224858804684,3426.05,Área 02
-51.187660835741774,-27.429179718836348,2995.81,Área 02
-51.187660759414726,-27.42913457886772,3754.72,Área 02
-51.18766068308785,-27.429089438898806,3212.98,Área 02
-51.18766060676115,-27.42904429892959,3276.14,Área 02
-51.187660530434634,-27.42899915896009,3290.84,Área 02
-51.18766045410829,-27.42895401899029,3783.54,Área 02
-51.18766037778213,-27.428908879020206,2906.18,Área 02
-51.18766030145614,-27.42886373904982,4224.71,Área 02
-51.18766022513034,-27.428818599079143,3704.46,Área 02
-51.1876601488047,-27.42877345910818,3496.42,Área 02
-51.187660072479254,-27.428728319136916,3427.06,Área 02
-51.18765999615398,-27.428683179165365,3512.35,Área 02
-51.18765991982888,-27.42863803919352,3571.41,Área 02
-51.187659843503965,-27.42859289922138,3602.6,Área 02
-51.18765976717923,-27.42854775924895,3580.37,Área 02
-51.187659690854666,-27.428502619276227,3464.04,Área 02
-51.18765961453028,-27.42845747930321,3392.48,Área 02
-51.18765953820608,-27.428412339329903,3404.17,Área 02
-51.18765946188205,-27.4283671993563,3393.43,Área 02
-51.1876593855582,-27.428322059382406,3725.77,Área 02
-51.187659309234526,-27.428276919408212,3590.89,Área 02
-51.18765923291104,-27.42823177943374,2707.57,Área 02
-51.18765915658771,-27.428186639458968,3606.81,Área 02
-51.18765908026458,-27.428141499483903,3491.69,Área 02
-51.18765900394162,-27.428096359508544,3438.5,Área 02
-51.18765892761884,-27.428051219532893,3346.22,Área 02
-51.187658851296234,-27.428006079556955,3724.55,Área 02
-51.18765877497381,-27.427960939580714,3680.57,Área 02
-51.18765869865156,-27.427915799604197,3250.64,Área 02
-51.18765862232949,-27.42787065962737,3545.79,Área 02
-51.187658546007604,-27.427825519650256,3201.28,Área 02
-51.187658469685886,-27.427780379672853,3099.46,Área 02
-51.187658393364345,-27.427735239695156,3287.86,Área 02
-51.18765831704299,-27.427690099717168,3660.31,Área 02
-51.1876582407218,-27.427644959738878,3683.16,Área 02
-51.18765816440081,-27.4275998197603,3573.32,Área 02
-51.187658088079985,-27.42755467978143,3626.49,Área 02
-51.18765801175933,-27.427509539802273,3574.43,Área 02
-51.187657935438864,-27.427464399822824,3285.18,Área 02
-51.18765785911857,-27.42741925984307,3553.7,Área 02
-51.18765778279846,-27.427374119863035,3645.99,Área 02
-51.187657706478525,-27.427328979882706,3634.63,Área 02
-51.18765763015877,-27.427283839902074,3743.46,Área 02
-51.187657553839195,-27.427238699921165,3623.47,Área 02
-51.18765747751979,-27.42719355993995,3534.43,Área 02
-51.18765740120057,-27.42714841995845,3714.27,Área 02
-51.18765732488152,-27.427103279976656,3440.27,Área 02
-51.18765724856265,-27.427058139994575,3226.6,Área 02
-51.187657172243966,-27.427013000012188,3406.48,Área 02
-51.18765709592545,-27.42696786002952,3261.18,Área 02
-51.18765701960712,-27.42692272004655,3278.78,Área 02
-51.187656943288964,-27.426877580063298,3411.62,Área 02
-51.18765686697098,-27.426832440079743,3249.81,Área 02
-51.187656790653186,-27.4267873000959,3371.09,Área 02
-51.18765671433556,-27.426742160111765,2974.85,Área 02
-51.18765663801812,-27.426697020127335,3501.74,Área 02
-51.187656561700855,-27.426651880142614,3448.89,Área 02
-51.18765648538377,-27.426606740157602,3244.48,Área 02
-51.18765640906686,-27.4265616001723,3613.73,Área 02
-51.18765633275012,-27.426516460186697,3683.48,Área 02
-51.18765625643357,-27.426471320200807,3047.37,Área 02
-51.187656180117195,-27.42642618021462,3258.74,Área 02
-51.187656103801,-27.426381040228144,3257.31,Área 02
-51.18765602748498,-27.42633590024138,3214.78,Área 02
-51.187655951169134,-27.426290760254314,3657.29,Área 02
-51.18765587485347,-27.42624562026696,3401.64,Área 02
-51.18765579853798,-27.426200480279316,3384.13,Área 02
-51.18765572222267,-27.426155340291373,2949.46,Área 02
-51.18765564590755,-27.426110200303143,3609.45,Área 02
-51.18765556959259,-27.426065060314617,3140.95,Área 02
-51.187655493277816,-27.426019920325796,3465.91,Área 02
-51.18765541696322,-27.425974780336688,3520.44,Área 02
-51.187655340648796,-27.42592964034728,3791.42,Área 02
-51.18765526433456,-27.425884500357594,3124.22,Área 02
-51.1876551880205,-27.4258393603676,2696.71,Área 02
-51.18765511170661,-27.425794220377316,3497.72,Área 02
-51.18765503539291,-27.425749080386748,3902.05,Área 02
-51.187654959079374,-27.425703940395884,3761.83,Área 02
-51.187654882766026,-27.425658800404726,3504.67,Área 02
-51.187654806452855,-27.42561366041328,3329.51,Área 02
-51.187654730139855,-27.42556852042153,3654.37,Área 02
-51.18765465382703,-27.425523380429496,3209.37,Área 02
-51.187654577514394,-27.425478240437165,3572.01,Área 02
-51.18765450120193,-27.42543310044454,3579.45,Área 02
-51.18765442488965,-27.42538796045163,3718.3,Área 02
-51.187654348577546,-27.42534282045842,4143.33,Área 02
-51.18765427226562,-27.425297680464922,3551.69,Área 02
-51.18765419595387,-27.42525254047113,3326.51,Área 02
-51.187654119642296,-27.425207400477046,3447.52,Área 02
-51.1876540433309,-27.425162260482672,3011.81,Área 02
-51.187653967019685,-27.425117120488,3280.57,Área 02
-51.187653890708646,-27.425071980493037,3352.09,Área 02
-51.187653814397784,-27.42502684049779,3323.55,Área 02
-51.18765373808711,-27.42498170050224,3492.83,Área 02
-51.1876536617766,-27.4249365605064,3249.3,Área 02
-51.18765358546627,-27.42489142051027,3735.33,Área 02
-51.18765350915612,-27.424846280513837,3455.28,Área 02
-51.187653432846155,-27.42480114051712,3453.07,Área 02
-51.18765335653636,-27.424756000520112,3373.59,Área 02
-51.18765328022674,-27.424710860522804,3494.52,Área 02
-51.18765320391731,-27.424665720525212,3662.16,Área 02
-51.18765312760805,-27.424620580527325,3239.27,Área 02
-51.187653051298966,-27.424575440529143,3291.69,Área 02
-51.187652974990066,-27.42453030053067,3380.45,Área 02
-51.18765289868134,-27.424485160531905,3120.08,Área 02
-51.18765282237279,-27.42444002053285,3251.9,Área 02
-51.18765274606442,-27.42439488053349,3337.82,Área 02
-51.18765266975623,-27.42434974053385,3675.63,Área 02
-51.18765259344821,-27.424304600533915,3522.84,Área 02
-51.18765251714038,-27.424259460533683,3505.76,Área 02
-51.18765244083273,-27.424214320533167,3670.25,Área 02
-51.18765236452525,-27.424169180532353,3423.35,Área 02
-51.18765228821794,-27.424124040531243,3555.47,Área 02
-51.187652211910816,-27.424078900529846,3432.21,Área 02
-51.18765213560387,-27.424033760528154,3524.52,Área 02
-51.1876520592971,-27.42398862052617,3312.65,Área 02
-51.187651982990516,-27.42394348052389,2848.8,Área 02
-51.1876519066841,-27.42389834052132,3425.1,Área 02
-51.18765183037787,-27.42385320051846,3814.52,Área 02
-51.18765175407181,-27.4238080605153,3690.55,Área 02
-51.187651677765935,-27.423762920511855,3700.51,Área 02
-51.187540643313504,-27.429902121701613,3768.35,Área 02
-51.18754056703298,-27.42985698173735,3481.65,Área 02
-51.187540490752646,-27.429811841772803,3508.97,Área 02
-51.18754041447249,-27.429766701807957,3305.39,Área 02
-51.1875403381925,-27.429721561842825,3380.95,Área 02
-51.187540261912694,-27.429676421877396,3614.07,Área 02
-51.18754018563306,-27.42963128191167,3761.27,Área 02
-51.18754010935362,-27.42958614194566,3425.59,Área 02
-51.18754003307434,-27.429541001979356,3348.07,Área 02
-51.18753995679525,-27.429495862012754,3460.91,Área 02
-51.18753988051633,-27.429450722045864,3611.24,Área 02
-51.187539804237595,-27.429405582078676,3100.14,Área 02
-51.187539727959035,-27.4293604421112,2887.22,Área 02
-51.18753965168065,-27.429315302143433,3323.79,Área 02
-51.18753957540245,-27.429270162175367,3156.41,Área 02
-51.18753949912442,-27.42922502220701,3334.71,Área 02
-51.18753942284657,-27.42917988223837,3424.97,Área 02
-51.1875393465689,-27.429134742269426,3348.76,Área 02
-51.1875392702914,-27.429089602300195,3825.35,Área 02
-51.187539194014086,-27.429044462330666,3544.08,Área 02
-51.187539117736954,-27.428999322360852,3537.67,Área 02
-51.18753904145999,-27.42895418239074,3618.27,Área 02
-51.18753896518321,-27.428909042420337,3178.17,Área 02
-51.18753888890661,-27.428863902449645,3722.81,Área 02
-51.18753881263017,-27.42881876247865,3444.26,Área 02
-51.18753873635393,-27.428773622507375,3630.98,Área 02
-51.18753866007786,-27.4287284825358,3195.55,Área 02
-51.18753858380197,-27.42868334256393,3075.24,Área 02
-51.18753850752625,-27.42863820259178,3668.31,Área 02
-51.18753843125071,-27.42859306261932,3558.1,Área 02
-51.18753835497535,-27.428547922646576,3238.65,Área 02
-51.18753827870017,-27.42850278267354,3246.9,Área 02
-51.187538202425166,-27.42845764270021,3745.84,Área 02
-51.18753812615034,-27.428412502726587,3167.29,Área 02
-51.18753804987569,-27.428367362752674,3875.47,Área 02
-51.18753797360122,-27.428322222778462,3239.8,Área 02
-51.18753789732693,-27.428277082803966,3624.72,Área 02
-51.187537821052814,-27.42823194282917,3383.12,Área 02
-51.18753774477888,-27.42818680285409,3616.23,Área 02
-51.187537668505115,-27.42814166287871,3329.57,Área 02
-51.187537592231536,-27.428096522903036,3425.06,Área 02
-51.187537515958134,-27.428051382927073,3476.14,Área 02
-51.18753743968491,-27.428006242950815,3215.53,Área 02
-51.18753736341186,-27.427961102974272,3651.44,Área 02
-51.187537287138994,-27.42791596299743,3338.09,Área 02
-51.1875372108663,-27.4278708230203,3409.4,Área 02
-51.18753713459379,-27.427825683042872,3218.12,Área 02
-51.187537058321446,-27.427780543065154,2826.29,Área 02
-51.18753698204929,-27.427735403087144,3419.27,Área 02
-51.187536905777314,-27.427690263108836,4070.34,Área 02
-51.187536829505504,-27.42764512313024,3663.5,Área 02
-51.18753675323388,-27.42759998315135,3462.69,Área 02
-51.18753667696243,-27.427554843172167,3401.94,Área 02
-51.18753660069117,-27.42750970319269,3473.44,Área 02
-51.18753652442007,-27.427464563212926,3604.76,Área 02
-51.18753644814916,-27.427419423232863,3172.93,Área 02
-51.18753637187842,-27.42737428325251,3746.87,Área 02
-51.18753629560786,-27.427329143271866,3647.3,Área 02
-51.18753621933748,-27.427284003290925,3648.16,Área 02
-51.187536143067284,-27.427238863309704,3578.39,Área 02
-51.18753606679726,-27.427193723328177,3473.83,Área 02
-51.18753599052741,-27.42714858334636,3637.3,Área 02
-51.187535914257744,-27.427103443364256,3617.19,Área 02
-51.18753583798825,-27.427058303381855,3380.89,Área 02
-51.187535761718934,-27.427013163399163,3326.15,Área 02
-51.1875356854498,-27.42696802341617,3495.18,Área 02
-51.18753560918084,-27.42692288343289,3857.12,Área 02
-51.187535532912065,-27.426877743449324,3160.25,Área 02
-51.18753545664346,-27.426832603465456,3103.3,Área 02
-51.18753538037504,-27.426787463481308,3511.53,Área 02
-51.18753530410679,-27.42674232349685,3483.22,Área 02
-51.18753522783872,-27.42669718351211,3513.99,Área 02
-51.18753515157083,-27.426652043527074,3531.8,Área 02
-51.18753507530312,-27.426606903541753,3415.17,Área 02
-51.187534999035584,-27.42656176355613,3843.59,Área 02
-51.18753492276823,-27.42651662357022,3071.05,Área 02
-51.187534846501045,-27.42647148358402,3264.31,Área 02
-51.187534770234045,-27.426426343597516,3445.78,Área 02
-51.18753469396722,-27.426381203610724,3060.95,Área 02
-51.18753461770057,-27.426336063623644,3427.94,Área 02
-51.187534541434104,-27.42629092363627,3887.43,Área 02
-51.187534465167815,-27.4262457836486,3477.44,Área 02
-51.1875343889017,-27.426200643660643,3530.05,Área 02
-51.18753431263577,-27.426155503672383,3157.49,Área 02
-51.18753423637001,-27.426110363683843,3318.59,Área 02
-51.187534160104434,-27.42606522369501,3379.04,Área 02
-51.18753408383903,-27.426020083705875,3393.56,Área 02
-51.18753400757381,-27.425974943716447,3793.56,Área 02
-51.187533931308764,-27.425929803726735,3612.73,Área 02
-51.187533855043895,-27.425884663736724,3195.59,Área 02
-51.1875337787792,-27.425839523746426,3535.24,Área 02
-51.18753370251469,-27.42579438375583,3598.32,Área 02
-51.18753362625036,-27.425749243764947,3758.96,Área 02
-51.1875335499862,-27.425704103773764,3869.21,Área 02
-51.18753347372222,-27.425658963782293,3220.46,Área 02
-51.187533397458424,-27.425613823790528,3271.67,Área 02
-51.1875333211948,-27.425568683798467,3160.15,Área 02
-51.18753324493135,-27.425523543806122,3416.19,Área 02
-51.18753316866808,-27.425478403813482,3591.44,Área 02
-51.18753309240499,-27.425433263820544,3721.84,Área 02
-51.18753301614208,-27.425388123827318,3456.17,Área 02
-51.18753293987935,-27.425342983833794,3395.35,Área 02
-51.18753286361679,-27.425297843839978,3513.41,Área 02
-51.187532787354414,-27.425252703845878,3266.84,Área 02
-51.18753271109221,-27.425207563851487,3998.16,Área 02
-51.18753263483019,-27.42516242385679,3074.02,Área 02
-51.18753255856835,-27.425117283861805,3522.27,Área 02
-51.18753248230668,-27.425072143866533,3982.14,Área 02
-51.18753240604519,-27.425027003870966,3478.09,Área 02
-51.18753232978387,-27.424981863875104,3429.04,Área 02
-51.18753225352274,-27.424936723878954,3387.34,Área 02
-51.18753217726179,-27.424891583882506,3431.75,Área 02
-51.18753210100101,-27.424846443885762,3820.22,Área 02
-51.18753202474041,-27.424801303888735,2924.19,Área 02
-51.187531948479986,-27.424756163891413,3860.67,Área 02
-51.18753187221974,-27.424711023893796,3121.48,Área 02
-51.18753179595967,-27.424665883895887,3410.95,Área 02
-51.187531719699784,-27.424620743897684,3370.46,Área 02
-51.187531643440074,-27.424575603899186,3625.06,Área 02
-51.18753156718054,-27.424530463900407,3078.54,Área 02
-51.18753149092118,-27.424485323901322,3593.77,Área 02
-51.187531414662004,-27.424440183901954,3984.46,Área 02
-51.187531338403005,-27.424395043902283,3137.74,Área 02
-51.187531262144184,-27.424349903902325,3526.11,Área 02
-51.18753118588554,-27.424304763902086,3313.34,Área 02
-51.18753110962707,-27.424259623901534,3585.46,Área 02
-51.18753103336878,-27.424214483900705,3483.93,Área 02
-51.18753095711067,-27.424169343899575,3318.92,Área 02
-51.187530880852734,-27.424124203898156,3601.41,Área 02
-51.187530804594985,-27.424079063896443,3930.68,Área 02
-51.18753072833741,-27.424033923894438,3432.02,Área 02
-51.18753065208001,-27.42398878389214,3659.84,Área 02
-51.187530575822784,-27.423943643889547,3156.73,Área 02
-51.187530499565746,-27.42389850388667,3241.1,Área 02
-51.18753042330887,-27.42385336388349,3598.46,Área 02
-51.18753034705219,-27.423808223880023,3851.54,Área 02
-51.187530270795676,-27.42376308387626,3569.56,Área 02
-51.18753019453934,-27.423717943872205,3402.54,Área 02
-51.18742029688168,-27.430534244476156,3480.78,Área 02
-51.18742022064806,-27.430489104515683,3168.51,Área 02
-51.18742014441462,-27.430443964554918,3632.39,Área 02
-51.18742006818135,-27.430398824593855,3702.0,Área 02
-51.18741999194827,-27.430353684632504,3368.54,Área 02
-51.18741991571535,-27.43030854467086,3364.2,Área 02
-51.18741983948262,-27.43026340470892,3548.33,Área 02
-51.18741976325006,-27.430218264746692,3372.84,Área 02
-51.18741968701769,-27.430173124784165,3465.63,Área 02
-51.18741961078548,-27.43012798482135,4007.25,Área 02
-51.18741953455346,-27.430082844858248,3420.71,Área 02
-51.18741945832162,-27.430037704894847,3393.03,Área 02
-51.18741938208995,-27.42999256493115,3320.88,Área 02
-51.18741930585846,-27.429947424967164,3668.96,Área 02
-51.18741922962715,-27.429902285002893,3437.76,Área 02
-51.187419153396014,-27.429857145038316,3320.87,Área 02
-51.18741907716506,-27.429812005073455,3813.69,Área 02
-51.187419000934284,-27.429766865108295,3838.42,Área 02
-51.187418924703685,-27.429721725142844,3333.56,Área 02
-51.187418848473264,-27.429676585177102,3017.18,Área 02
-51.187418772243014,-27.429631445211072,3735.84,Área 02
-51.18741869601295,-27.429586305244747,3312.96,Área 02
-51.18741861978306,-27.429541165278128,3681.92,Área 02
-51.18741854355334,-27.429496025311213,2991.89,Área 02
-51.187418467323816,-27.429450885344007,3707.71,Área 02
-51.187418391094454,-27.42940574537651,3181.92,Área 02
-51.187418314865276,-27.429360605408718,3667.55,Área 02
-51.187418238636276,-27.429315465440638,3488.58,Área 02
-51.187418162407454,-27.429270325472256,3246.67,Área 02
-51.1874180861788,-27.429225185503594,3383.54,Área 02
-51.187418009950335,-27.429180045534633,3657.03,Área 02
-51.18741793372205,-27.42913490556538,3512.07,Área 02
-51.18741785749394,-27.429089765595837,3631.85,Área 02
-51.187417781266,-27.429044625625995,3980.01,Área 02
-51.18741770503824,-27.42899948565586,3094.99,Área 02
-51.187417628810664,-27.42895434568544,3890.5,Área 02
-51.18741755258326,-27.428909205714724,3512.43,Área 02
-51.187417476356046,-27.428864065743713,3261.79,Área 02
-51.18741740012899,-27.428818925772415,3154.06,Área 02
-51.18741732390213,-27.428773785800818,3439.5,Área 02
-51.187417247675434,-27.42872864582893,3717.35,Área 02
-51.18741717144893,-27.42868350585675,3455.19,Área 02
-51.187417095222585,-27.42863836588428,3865.02,Área 02
-51.18741701899643,-27.42859322591151,3124.58,Área 02
-51.187416942770454,-27.42854808593845,3484.5,Área 02
-51.18741686654465,-27.428502945965107,3174.57,Área 02
-51.18741679031903,-27.428457805991464,3578.72,Área 02
-51.18741671409358,-27.428412666017525,3709.69,Área 02
-51.18741663786831,-27.4283675260433,3382.92,Área 02
-51.18741656164322,-27.42832238606878,2837.2,Área 02
-51.187416485418304,-27.42827724609396,3538.14,Área 02
-51.187416409193574,-27.42823210611886,3597.74,Área 02
-51.187416332969015,-27.42818696614346,3589.77,Área 02
-51.187416256744626,-27.42814182616777,3797.79,Área 02
-51.18741618052043,-27.428096686191783,3221.23,Área 02
-51.18741610429641,-27.42805154621551,3659.19,Área 02
-51.187416028072555,-27.42800640623894,3787.41,Área 02
-51.18741595184889,-27.42796126626208,3044.78,Área 02
-51.1874158756254,-27.427916126284924,3569.49,Área 02
-51.18741579940208,-27.42787098630748,3363.68,Área 02
-51.18741572317895,-27.427825846329736,3469.49,Área 02
-51.18741564695599,-27.427780706351708,3576.93,Área 02
-51.18741557073321,-27.427735566373386,3368.35,Área 02
-51.1874154945106,-27.42769042639476,3321.38,Área 02
-51.187415418288175,-27.427645286415856,3498.99,Área 02
-51.18741534206593,-27.42760014643665,3218.78,Área 02
-51.18741526584386,-27.42755500645716,3219.28,Área 02
-51.18741518962197,-27.427509866477365,3660.73,Área 02
-51.187415113400256,-27.427464726497288,3203.83,Área 02
-51.18741503717872,-27.42741958651691,3657.75,Área 02
-51.18741496095736,-27.42737444653625,3606.97,Área 02
-51.18741488473617,-27.427329306555293,3060.01,Área 02
-51.18741480851517,-27.427284166574037,3322.22,Área 02
-51.18741473229434,-27.4272390265925,3790.28,Área 02
-51.1874146560737,-27.42719388661066,3246.61,Área 02
-51.187414579853225,-27.427148746628525,3375.94,Área 02
-51.18741450363294,-27.42710360664611,3607.7,Área 02
-51.187414427412826,-27.427058466663393,3688.18,Área 02
-51.187414351192885,-27.427013326680388,3429.59,Área 02
-51.18741427497312,-27.42696818669709,3343.25,Área 02
-51.187414198753544,-27.426923046713494,3848.36,Área 02
-51.187414122534136,-27.42687790672961,3927.64,Área 02
-51.18741404631491,-27.426832766745438,3737.77,Área 02
-51.18741397009587,-27.426787626760966,3514.53,Área 02
-51.187413893876986,-27.426742486776206,3291.28,Área 02
-51.187413817658296,-27.42669734679115,3285.88,Área 02
-51.187413741439784,-27.4266522068058,3624.26,Área 02
-51.18741366522144,-27.426607066820164,3598.37,Área 02
-51.187413589003285,-27.426561926834225,3844.32,Área 02
-51.1874135127853,-27.426516786848005,3656.67,Área 02
-51.187413436567496,-27.426471646861486,3118.43,Área 02
-51.18741336034987,-27.426426506874677,3757.33,Área 02
-51.18741328413242,-27.426381366887572,3244.97,Área 02
-51.18741320791514,-27.426336226900176,3398.64,Área 02
-51.18741313169805,-27.42629108691249,3557.33,Área 02
-51.18741305548114,-27.426245946924507,3993.84,Área 02
-51.1874129792644,-27.426200806936233,4272.54,Área 02
-51.187412903047836,-27.42615566694766,3646.88,Área 02
-51.187412826831455,-27.42611052695881,3449.55,Área 02
-51.187412750615245,-27.426065386969658,3629.12,Área 02
-51.18741267439922,-27.426020246980208,3717.55,Área 02
-51.18741259818337,-27.42597510699047,3415.61,Área 02
-51.187412521967694,-27.425929967000442,3944.72,Área 02
-51.18741244575221,-27.425884827010126,3553.58,Área 02
-51.18741236953689,-27.425839687019508,3620.64,Área 02
-51.18741229332175,-27.4257945470286,3662.82,Área 02
-51.18741221710678,-27.425749407037404,3601.88,Área 02
-51.187412140892,-27.425704267045905,3706.36,Área 02
-51.18741206467739,-27.425659127054125,3342.45,Área 02
-51.18741198846297,-27.42561398706205,3357.33,Área 02
-51.18741191224872,-27.425568847069677,3222.01,Área 02
-51.18741183603464,-27.42552370707702,3607.07,Área 02
-51.18741175982075,-27.42547856708406,3692.07,Área 02
-51.18741168360703,-27.425433427090812,3611.92,Área 02
-51.187411607393486,-27.42538828709727,3916.24,Área 02
-51.187411531180125,-27.425343147103437,3496.36,Área 02
-51.18741145496694,-27.425298007109305,3665.08,Área 02
-51.187411378753936,-27.425252867114896,3225.11,Área 02
-51.18741130254111,-27.425207727120185,3401.4,Área 02
-51.18741122632846,-27.425162587125183,3672.2,Área 02
-51.18741115011598,-27.42511744712988,3710.74,Área 02
-51.18741107390368,-27.425072307134293,3425.11,Área 02
-51.187410997691565,-27.425027167138413,3480.84,Área 02
-51.187410921479625,-27.42498202714224,3119.41,Área 02
-51.18741084526786,-27.42493688714577,3409.77,Área 02
-51.18741076905627,-27.42489174714901,3721.76,Área 02
-51.187410692844864,-27.424846607151956,3643.1,Área 02
-51.187410616633635,-27.424801467154616,3624.61,Área 02
-51.18741054042258,-27.42475632715698,3512.03,Área 02
-51.18741046421171,-27.424711187159048,3501.49,Área 02
-51.18741038800101,-27.42466604716083,3334.78,Área 02
-51.1874103117905,-27.42462090716231,3674.71,Área 02
-51.18741023558015,-27.4245757671635,3605.39,Área 02
-51.18741015936999,-27.4245306271644,3623.29,Área 02
-51.18741008316,-27.424485487165015,3368.91,Área 02
-51.187410006950195,-27.424440347165323,2962.22,Área 02
-51.187409930740564,-27.42439520716535,3774.99,Área 02
-51.18740985453111,-27.42435006716508,3381.13,Área 02
-51.187409778321836,-27.42430492716452,3285.28,Área 02
-51.18740970211274,-27.42425978716366,3674.49,Área 02
-51.18740962590382,-27.424214647162515,3403.25,Área 02
