Latitud,Longitud,Rendimiento (kg/ha),Zona
-27.4329500740825,-51.1867970543534,4680.09,Área 02
-27.432904934136,-51.1867969783654,3401.38,Área 02
-27.4328597941893,-51.1867969023777,3430.01,Área 02
-27.4328146542423,-51.1867968263901,4715.81,Área 02
-27.432769514295,-51.1867967504027,3369.88,Área 02
-27.4327243743474,-51.1867966744154,3039.02,Área 02
-27.4326792343995,-51.1867965984284,4385.47,Área 02
-27.4326340944513,-51.1867965224415,3767.5,Área 02
-27.4325889545028,-51.1867964464548,3502.9,Área 02
-27.432543814554,-51.1867963704682,3156.77,Área 02
-27.432498674605,-51.1867962944819,2964.24,Área 02
-27.4324535346556,-51.1867962184957,3043.47,Área 02
-27.432408394706,-51.1867961425097,3463.16,Área 02
-27.432363254756,-51.1867960665239,3223.11,Área 02
-27.4323181148058,-51.1867959905383,4079.66,Área 02
-27.4322729748552,-51.1867959145528,2968.05,Área 02
-27.4322278349044,-51.1867958385675,3777.64,Área 02
-27.4321826949533,-51.1867957625824,2817.81,Área 02
-27.4321375550019,-51.1867956865975,4601.4,Área 02
-27.4320924150502,-51.1867956106127,3596.91,Área 02
-27.4320472750982,-51.1867955346281,2819.8,Área 02
-27.4320021351459,-51.1867954586437,4458.0,Área 02
-27.4319569951933,-51.1867953826595,3367.86,Área 02
-27.4319118552405,-51.1867953066755,4544.62,Área 02
-27.4318667152873,-51.1867952306916,4123.19,Área 02
-27.4318215753339,-51.1867951547079,3053.91,Área 02
-27.4317764353801,-51.1867950787244,2872.36,Área 02
-27.4317312954261,-51.1867950027411,4472.45,Área 02
-27.4316861554717,-51.1867949267579,4293.04,Área 02
-27.4316410155171,-51.1867948507749,2862.75,Área 02
-27.4315958755622,-51.1867947747921,3324.63,Área 02
-27.431550735607,-51.1867946988095,3513.6,Área 02
-27.4315055956515,-51.186794622827,4854.54,Área 02
-27.4314604556957,-51.1867945468447,3984.13,Área 02
-27.4314153157396,-51.1867944708626,4737.14,Área 02
-27.4313701757832,-51.1867943948807,4138.41,Área 02
-27.4313250358265,-51.186794318899,3442.01,Área 02
-27.4312798958695,-51.1867942429174,4772.05,Área 02
-27.4312347559123,-51.186794166936,4424.4,Área 02
-27.4311896159547,-51.1867940909548,4047.09,Área 02
-27.4311444759969,-51.1867940149738,4241.47,Área 02
-27.4310993360387,-51.1867939389929,2948.18,Área 02
-27.4310541960803,-51.1867938630122,3721.27,Área 02
-27.4310090561216,-51.1867937870317,3751.08,Área 02
-27.4309639161626,-51.1867937110514,3814.99,Área 02
-27.4309187762033,-51.1867936350713,3168.04,Área 02
-27.4308736362437,-51.1867935590913,3312.94,Área 02
-27.4308284962838,-51.1867934831115,2916.41,Área 02
-27.4307833563236,-51.1867934071319,3930.1,Área 02
-27.4307382163631,-51.1867933311524,3104.86,Área 02
-27.4306930764023,-51.1867932551732,4073.08,Área 02
-27.4306479364413,-51.1867931791941,4507.12,Área 02
-27.4306027964799,-51.1867931032152,3688.96,Área 02
-27.4305576565182,-51.1867930272364,3460.56,Área 02
-27.4305125165563,-51.1867929512579,2876.92,Área 02
-27.4304673765941,-51.1867928752795,3244.55,Área 02
-27.4304222366315,-51.1867927993013,3104.83,Área 02
-27.4303770966687,-51.1867927233233,4123.98,Área 02
-27.4303319567056,-51.1867926473454,3237.29,Área 02
-27.4302868167422,-51.1867925713678,4719.87,Área 02
-27.4302416767785,-51.1867924953903,4619.13,Área 02
-27.4301965368145,-51.186792419413,3002.48,Área 02
-27.4301513968502,-51.1867923434358,3491.9,Área 02
-27.4301062568857,-51.1867922674589,3995.49,Área 02
-27.4300611169208,-51.1867921914821,4322.99,Área 02
-27.4300159769556,-51.1867921155055,3087.63,Área 02
-27.4299708369902,-51.186792039529,3621.63,Área 02
-27.4299256970244,-51.1867919635528,3989.93,Área 02
-27.4298805570584,-51.1867918875767,3224.44,Área 02
-27.429835417092,-51.1867918116008,4518.32,Área 02
-27.4297902771254,-51.1867917356251,4490.01,Área 02
-27.4297451371585,-51.1867916596495,4035.68,Área 02
-27.4296999971913,-51.1867915836742,4252.48,Área 02
-27.4296548572238,-51.186791507699,3620.76,Área 02
-27.429609717256,-51.186791431724,3852.3,Área 02
-27.4295645772879,-51.1867913557491,3587.43,Área 02
-27.4295194373195,-51.1867912797745,2888.45,Área 02
-27.4294742973508,-51.1867912038,3750.95,Área 02
-27.4294291573819,-51.1867911278257,4711.46,Área 02
-27.4293840174126,-51.1867910518516,3188.99,Área 02
-27.4293388774431,-51.1867909758776,4186.26,Área 02
-27.4292937374732,-51.1867908999039,3998.8,Área 02
-27.4292485975031,-51.1867908239303,4669.1,Área 02
-27.4292034575327,-51.1867907479568,3836.87,Área 02
-27.4291583175619,-51.1867906719836,2936.91,Área 02
-27.4291131775909,-51.1867905960105,3018.84,Área 02
-27.4290680376196,-51.1867905200377,3558.72,Área 02
-27.429022897648,-51.1867904440649,4411.72,Área 02
-27.4289777576761,-51.1867903680924,2936.49,Área 02
-27.4289326177039,-51.1867902921201,4857.09,Área 02
-27.4288874777315,-51.1867902161479,3218.69,Área 02
-27.4288423377587,-51.1867901401759,4043.6,Área 02
-27.4287971977856,-51.186790064204,3449.2,Área 02
-27.4287520578123,-51.1867899882324,2870.59,Área 02
-27.4287069178386,-51.1867899122609,3686.26,Área 02
-27.4286617778647,-51.1867898362896,3069.03,Área 02
-27.4286166378904,-51.1867897603185,3139.61,Área 02
-27.4285714979159,-51.1867896843476,4092.21,Área 02
-27.4285263579411,-51.1867896083768,3582.42,Área 02
-27.428481217966,-51.1867895324062,3547.67,Área 02
-27.4284360779906,-51.1867894564358,4021.26,Área 02
-27.4283909380149,-51.1867893804656,3014.99,Área 02
-27.4283457980389,-51.1867893044955,4496.74,Área 02
-27.4283006580626,-51.1867892285257,3047.81,Área 02
-27.428255518086,-51.186789152556,4237.98,Área 02
-27.4282103781092,-51.1867890765864,4019.14,Área 02
-27.428165238132,-51.1867890006171,3270.86,Área 02
-27.4281200981546,-51.1867889246479,3752.75,Área 02
-27.4280749581768,-51.1867888486789,4705.48,Área 02
-27.4280298181988,-51.1867887727101,3362.19,Área 02
-27.4279846782204,-51.1867886967415,3295.72,Área 02
-27.4279395382418,-51.186788620773,4826.5,Área 02
-27.4278943982629,-51.1867885448048,4271.52,Área 02
-27.4278492582837,-51.1867884688367,3630.96,Área 02
-27.4278041183042,-51.1867883928687,3333.84,Área 02
-27.4277589783244,-51.186788316901,3248.26,Área 02
-27.4277138383443,-51.1867882409334,4820.64,Área 02
-27.4276686983639,-51.186788164966,4815.61,Área 02
-27.4276235583833,-51.1867880889988,4705.37,Área 02
-27.4275784184023,-51.1867880130317,4885.07,Área 02
-27.427533278421,-51.1867879370649,4490.88,Área 02
-27.4274881384395,-51.1867878610982,4128.88,Área 02
-27.4274429984577,-51.1867877851317,3015.19,Área 02
-27.4273978584755,-51.1867877091653,2974.75,Área 02
-27.4273527184931,-51.1867876331992,2998.07,Área 02
-27.4273075785104,-51.1867875572332,2894.03,Área 02
-27.4272624385274,-51.1867874812674,3984.97,Área 02
-27.4272172985441,-51.1867874053018,4429.16,Área 02
-27.4271721585605,-51.1867873293363,4261.52,Área 02
-27.4271270185766,-51.1867872533711,4159.2,Área 02
-27.4270818785924,-51.186787177406,3213.07,Área 02
-27.4270367386079,-51.1867871014411,3843.46,Área 02
-27.4269915986231,-51.1867870254763,4130.14,Área 02
-27.4269464586381,-51.1867869495117,3887.38,Área 02
-27.4269013186527,-51.1867868735474,3845.47,Área 02
-27.4268561786671,-51.1867867975832,4826.85,Área 02
-27.4268110386811,-51.1867867216191,3841.11,Área 02
-27.4267658986949,-51.1867866456553,4583.08,Área 02
-27.4267207587084,-51.1867865696916,3131.85,Área 02
-27.4266756187216,-51.1867864937281,2868.38,Área 02
-27.4266304787345,-51.1867864177648,3279.03,Área 02
-27.4265853387471,-51.1867863418016,3694.27,Área 02
-27.4265401987594,-51.1867862658387,3068.63,Área 02
-27.4264950587714,-51.1867861898759,3965.37,Área 02
-27.4264499187831,-51.1867861139133,2992.93,Área 02
-27.4264047787945,-51.1867860379508,4039.7,Área 02
-27.4263596388057,-51.1867859619886,3368.2,Área 02
-27.4263144988165,-51.1867858860265,4057.02,Área 02
-27.4262693588271,-51.1867858100646,4553.42,Área 02
-27.4262242188373,-51.1867857341028,3839.27,Área 02
-27.4261790788473,-51.1867856581413,4493.0,Área 02
-27.426133938857,-51.1867855821799,4712.18,Área 02
-27.4260887988663,-51.1867855062187,3692.0,Área 02
-27.4260436588754,-51.1867854302577,4830.31,Área 02
-27.4259985188842,-51.1867853542968,4612.57,Área 02
-27.4259533788927,-51.1867852783362,3005.32,Área 02
-27.4259082389009,-51.1867852023757,4602.13,Área 02
-27.4258630989088,-51.1867851264154,4056.44,Área 02
-27.4258179589165,-51.1867850504552,4783.01,Área 02
-27.4257728189238,-51.1867849744953,2916.44,Área 02
-27.4257276789308,-51.1867848985355,4204.18,Área 02
-27.4256825389376,-51.1867848225759,2809.45,Área 02
-27.425637398944,-51.1867847466165,4756.53,Área 02
-27.4255922589502,-51.1867846706572,4009.78,Área 02
-27.4255471189561,-51.1867845946982,4851.96,Área 02
-27.4255019789616,-51.1867845187393,3857.3,Área 02
-27.4254568389669,-51.1867844427806,4638.83,Área 02
-27.4254116989719,-51.186784366822,3568.1,Área 02
-27.4253665589766,-51.1867842908636,2811.46,Área 02
-27.425321418981,-51.1867842149055,3162.72,Área 02
-27.4252762789851,-51.1867841389474,3678.8,Área 02
-27.425231138989,-51.1867840629896,2806.22,Área 02
-27.4251859989925,-51.186783987032,4724.02,Área 02
-27.4251408589957,-51.1867839110745,3840.64,Área 02
-27.4250957189987,-51.1867838351172,4656.59,Área 02
-27.4250505790013,-51.1867837591601,4061.56,Área 02
-27.4250054390037,-51.1867836832031,4357.13,Área 02
-27.4249602990057,-51.1867836072463,3526.82,Área 02
-27.4249151590075,-51.1867835312897,4324.76,Área 02
-27.424870019009,-51.1867834553333,3023.79,Área 02
-27.4248248790102,-51.1867833793771,4580.51,Área 02
-27.4247797390111,-51.186783303421,4133.95,Área 02
-27.4247345990117,-51.1867832274652,4200.39,Área 02
-27.424689459012,-51.1867831515095,4878.4,Área 02
-27.424644319012,-51.1867830755539,2974.63,Área 02
-27.4245991790117,-51.1867829995986,3589.67,Área 02
-27.4245540390111,-51.1867829236434,3959.9,Área 02
-27.4245088990103,-51.1867828476884,3604.18,Área 02
-27.4244637590091,-51.1867827717336,3865.83,Área 02
-27.4244186190077,-51.1867826957789,3142.45,Área 02
-27.4243734790059,-51.1867826198245,3217.22,Área 02
-27.4243283390039,-51.1867825438702,4761.75,Área 02
-27.4242831990016,-51.1867824679161,3428.04,Área 02
-27.424238058999,-51.1867823919621,4600.25,Área 02
-27.4241929189961,-51.1867823160084,4531.78,Área 02
-27.4241477789929,-51.1867822400548,3232.08,Área 02
-27.4241026389894,-51.1867821641014,4619.45,Área 02
-27.4240574989856,-51.1867820881481,4792.1,Área 02
-27.4240123589815,-51.1867820121951,4849.93,Área 02
-27.4239672189771,-51.1867819362422,3456.48,Área 02
-27.4239220789725,-51.1867818602895,3953.92,Área 02
-27.4238769389675,-51.186781784337,4636.39,Área 02
-27.4238317989622,-51.1867817083847,3383.78,Área 02
-27.4237866589567,-51.1867816324325,2950.21,Área 02
-27.4237415189509,-51.1867815564805,3479.56,Área 02
-27.4236963789447,-51.1867814805287,4251.23,Área 02
-27.4236512389383,-51.1867814045771,4183.65,Área 02
-27.4236060989316,-51.1867813286256,4274.26,Área 02
-27.4235609589246,-51.1867812526743,4147.62,Área 02
-27.4235158189173,-51.1867811767232,3307.55,Área 02
-27.4234706789097,-51.1867811007723,3231.06,Área 02
-27.4234255389018,-51.1867810248215,2857.86,Área 02
-27.4233586866397,-51.1866797399993,4400.69,Área 02
-27.4234038266482,-51.1866798159087,4565.49,Área 02
-27.4234489666565,-51.1866798918182,3708.49,Área 02
-27.4234941066645,-51.1866799677279,3275.35,Área 02
-27.4235392466722,-51.1866800436378,3876.27,Área 02
-27.4235843866796,-51.1866801195478,3186.2,Área 02
-27.4236295266867,-51.186680195458,3820.6,Área 02
-27.4236746666936,-51.1866802713685,3141.82,Área 02
-27.4237198067001,-51.186680347279,4639.97,Área 02
-27.4237649467063,-51.1866804231898,4796.0,Área 02
-27.4238100867123,-51.1866804991007,3928.69,Área 02
-27.4238552267179,-51.1866805750119,3416.16,Área 02
-27.4239003667233,-51.1866806509231,4373.86,Área 02
-27.4239455067283,-51.1866807268346,2830.49,Área 02
-27.4239906467331,-51.1866808027463,3360.96,Área 02
-27.4240357867376,-51.1866808786581,4005.89,Área 02
-27.4240809267418,-51.1866809545701,4588.69,Área 02
-27.4241260667457,-51.1866810304823,3365.48,Área 02
-27.4241712067493,-51.1866811063946,4571.67,Área 02
-27.4242163467526,-51.1866811823072,4398.59,Área 02
-27.4242614867556,-51.1866812582199,2844.22,Área 02
-27.4243066267584,-51.1866813341328,3297.18,Área 02
-27.4243517667608,-51.1866814100458,4666.4,Área 02
-27.4243969067629,-51.1866814859591,3003.4,Área 02
-27.4244420467648,-51.1866815618725,3372.74,Área 02
-27.4244871867663,-51.1866816377861,2875.56,Área 02
-27.4245323267676,-51.1866817136998,3894.93,Área 02
-27.4245774667686,-51.1866817896138,4259.93,Área 02
-27.4246226067692,-51.1866818655279,4192.18,Área 02
-27.4246677467696,-51.1866819414422,4524.56,Área 02
-27.4247128867697,-51.1866820173567,2986.07,Área 02
-27.4247580267695,-51.1866820932714,4116.84,Área 02
-27.424803166769,-51.1866821691862,4056.43,Área 02
-27.4248483067682,-51.1866822451012,4344.07,Área 02
-27.4248934467672,-51.1866823210164,4559.23,Área 02
-27.4249385867658,-51.1866823969318,4151.57,Área 02
-27.4249837267641,-51.1866824728473,4760.49,Área 02
-27.4250288667622,-51.186682548763,3786.13,Área 02
-27.4250740067599,-51.1866826246789,4557.3,Área 02
-27.4251191467574,-51.186682700595,4744.67,Área 02
-27.4251642867545,-51.1866827765112,4235.36,Área 02
-27.4252094267514,-51.1866828524277,3206.93,Área 02
-27.425254566748,-51.1866829283443,3769.92,Área 02
-27.4252997067443,-51.186683004261,4462.82,Área 02
-27.4253448467403,-51.186683080178,3214.2,Área 02
-27.425389986736,-51.1866831560951,4371.8,Área 02
-27.4254351267314,-51.1866832320125,4270.36,Área 02
-27.4254802667265,-51.1866833079299,3039.65,Área 02
-27.4255254067213,-51.1866833838476,4351.75,Área 02
-27.4255705467159,-51.1866834597654,3208.77,Área 02
-27.4256156867101,-51.1866835356835,2815.51,Área 02
-27.4256608267041,-51.1866836116017,4409.94,Área 02
-27.4257059666977,-51.18668368752,4724.25,Área 02
-27.4257511066911,-51.1866837634386,3553.68,Área 02
-27.4257962466842,-51.1866838393573,4374.32,Área 02
-27.4258413866769,-51.1866839152762,4639.94,Área 02
-27.4258865266694,-51.1866839911953,3402.19,Área 02
-27.4259316666616,-51.1866840671146,4168.71,Área 02
-27.4259768066535,-51.186684143034,2812.14,Área 02
-27.4260219466451,-51.1866842189536,3164.19,Área 02
-27.4260670866364,-51.1866842948734,3230.81,Área 02
-27.4261122266275,-51.1866843707934,4578.18,Área 02
-27.4261573666182,-51.1866844467135,3920.52,Área 02
-27.4262025066086,-51.1866845226338,4547.86,Área 02
-27.4262476465988,-51.1866845985543,3278.58,Área 02
-27.4262927865886,-51.186684674475,3334.46,Área 02
-27.4263379265782,-51.1866847503959,3118.28,Área 02
-27.4263830665674,-51.1866848263169,4753.4,Área 02
-27.4264282065564,-51.1866849022381,3475.29,Área 02
-27.4264733465451,-51.1866849781595,3745.84,Área 02
-27.4265184865335,-51.186685054081,3108.79,Área 02
-27.4265636265216,-51.1866851300028,3638.17,Área 02
-27.4266087665094,-51.1866852059247,2984.44,Área 02
-27.4266539064969,-51.1866852818468,3738.35,Área 02
-27.4266990464841,-51.186685357769,4412.17,Área 02
-27.426744186471,-51.1866854336915,2812.63,Área 02
-27.4267893264577,-51.1866855096141,3676.44,Área 02
-27.426834466444,-51.1866855855369,4636.77,Área 02
-27.4268796064301,-51.1866856614599,4625.08,Área 02
-27.4269247464158,-51.186685737383,4572.35,Área 02
-27.4269698864013,-51.1866858133064,4846.13,Área 02
-27.4270150263865,-51.1866858892299,3316.49,Área 02
-27.4270601663713,-51.1866859651536,3333.01,Área 02
-27.4271053063559,-51.1866860410774,3071.58,Área 02
-27.4271504463402,-51.1866861170015,3384.38,Área 02
-27.4271955863242,-51.1866861929257,2823.35,Área 02
-27.4272407263079,-51.1866862688501,4431.63,Área 02
-27.4272858662913,-51.1866863447746,3456.71,Área 02
-27.4273310062744,-51.1866864206994,3081.62,Área 02
-27.4273761462573,-51.1866864966243,4205.14,Área 02
-27.4274212862398,-51.1866865725494,3781.27,Área 02
-27.427466426222,-51.1866866484747,3455.31,Área 02
-27.427511566204,-51.1866867244001,4526.32,Área 02
-27.4275567061857,-51.1866868003258,3951.09,Área 02
-27.427601846167,-51.1866868762516,2980.83,Área 02
-27.4276469861481,-51.1866869521776,2952.49,Área 02
-27.4276921261289,-51.1866870281037,2924.62,Área 02
-27.4277372661094,-51.1866871040301,4643.02,Área 02
-27.4277824060896,-51.1866871799566,4541.24,Área 02
-27.4278275460695,-51.1866872558833,3262.76,Área 02
-27.4278726860491,-51.1866873318102,4067.89,Área 02
-27.4279178260284,-51.1866874077372,3753.0,Área 02
-27.4279629660074,-51.1866874836644,3092.96,Área 02
-27.4280081059861,-51.1866875595918,4133.45,Área 02
-27.4280532459646,-51.1866876355194,3384.33,Área 02
-27.4280983859427,-51.1866877114472,4126.91,Área 02
-27.4281435259206,-51.1866877873751,4800.61,Área 02
-27.4281886658981,-51.1866878633032,2893.28,Área 02
-27.4282338058754,-51.1866879392315,3070.8,Área 02
-27.4282789458524,-51.1866880151599,4034.5,Área 02
-27.4283240858291,-51.1866880910886,2824.69,Área 02
-27.4283692258055,-51.1866881670174,4153.48,Área 02
-27.4284143657816,-51.1866882429464,4309.02,Área 02
-27.4284595057574,-51.1866883188756,2965.99,Área 02
-27.4285046457329,-51.1866883948049,3839.45,Área 02
-27.4285497857081,-51.1866884707345,2937.74,Área 02
-27.428594925683,-51.1866885466642,3741.27,Área 02
-27.4286400656577,-51.186688622594,3232.58,Área 02
-27.428685205632,-51.1866886985241,4696.49,Área 02
-27.4287303456061,-51.1866887744543,3826.85,Área 02
-27.4287754855798,-51.1866888503847,4161.1,Área 02
-27.4288206255533,-51.1866889263153,2920.73,Área 02
-27.4288657655265,-51.1866890022461,3698.88,Área 02
-27.4289109054993,-51.186689078177,4116.68,Área 02
-27.4289560454719,-51.1866891541081,3714.32,Área 02
-27.4290011854442,-51.1866892300394,4036.36,Área 02
-27.4290463254162,-51.1866893059709,4574.4,Área 02
-27.4290914653879,-51.1866893819026,4449.59,Área 02
-27.4291366053593,-51.1866894578344,3686.48,Área 02
-27.4291817453305,-51.1866895337664,3096.59,Área 02
-27.4292268853013,-51.1866896096986,4181.65,Área 02
-27.4292720252718,-51.1866896856309,3587.39,Área 02
-27.4293171652421,-51.1866897615635,4604.82,Área 02
-27.429362305212,-51.1866898374962,3699.23,Área 02
-27.4294074451817,-51.1866899134291,3836.77,Área 02
-27.4294525851511,-51.1866899893621,4293.42,Área 02
-27.4294977251201,-51.1866900652954,3409.65,Área 02
-27.4295428650889,-51.1866901412288,3245.66,Área 02
-27.4295880050574,-51.1866902171624,3905.59,Área 02
-27.4296331450256,-51.1866902930962,3643.33,Área 02
-27.4296782849935,-51.1866903690301,4154.36,Área 02
-27.4297234249611,-51.1866904449643,4334.92,Área 02
-27.4297685649285,-51.1866905208986,3066.21,Área 02
-27.4298137048955,-51.1866905968331,4779.28,Área 02
-27.4298588448622,-51.1866906727677,4471.71,Área 02
-27.4299039848287,-51.1866907487026,2962.36,Área 02
-27.4299491247948,-51.1866908246376,4244.85,Área 02
-27.4299942647607,-51.1866909005728,3113.47,Área 02
-27.4300394047262,-51.1866909765081,4284.8,Área 02
-27.4300845446915,-51.1866910524437,3827.55,Área 02
-27.4301296846565,-51.1866911283794,4425.36,Área 02
-27.4301748246212,-51.1866912043153,3825.2,Área 02
-27.4302199645856,-51.1866912802514,3496.96,Área 02
-27.4302651045497,-51.1866913561876,3172.28,Área 02
-27.4303102445135,-51.186691432124,4427.23,Área 02
-27.430355384477,-51.1866915080607,3813.14,Área 02
-27.4304005244402,-51.1866915839974,2842.17,Área 02
-27.4304456644031,-51.1866916599344,4351.79,Área 02
-27.4304908043658,-51.1866917358715,3153.93,Área 02
-27.4305359443281,-51.1866918118089,3840.06,Área 02
-27.4305810842902,-51.1866918877463,3440.24,Área 02
-27.4306262242519,-51.186691963684,2907.7,Área 02
-27.4306713642134,-51.1866920396219,4624.5,Área 02
-27.4307165041746,-51.1866921155599,4511.59,Área 02
-27.4307616441355,-51.1866921914981,4047.01,Área 02
-27.430806784096,-51.1866922674365,3130.01,Área 02
-27.4308519240563,-51.186692343375,4473.12,Área 02
-27.4308970640163,-51.1866924193137,4324.0,Área 02
-27.430942203976,-51.1866924952527,3812.84,Área 02
-27.4309873439355,-51.1866925711918,2815.71,Área 02
-27.4310324838946,-51.186692647131,3899.25,Área 02
-27.4310776238534,-51.1866927230704,4106.32,Área 02
-27.431122763812,-51.1866927990101,4274.63,Área 02
-27.4311679037702,-51.1866928749499,4249.24,Área 02
-27.4312130437282,-51.1866929508898,4669.75,Área 02
-27.4312581836858,-51.18669302683,3744.87,Área 02
-27.4313033236432,-51.1866931027703,3980.94,Área 02
-27.4313484636003,-51.1866931787108,4302.57,Área 02
-27.4313936035571,-51.1866932546515,4050.03,Área 02
-27.4314387435136,-51.1866933305923,3484.27,Área 02
-27.4314838834698,-51.1866934065334,3066.2,Área 02
-27.4315290234257,-51.1866934824746,3431.66,Área 02
-27.4315741633813,-51.186693558416,3357.05,Área 02
-27.4316193033366,-51.1866936343575,3278.34,Área 02
-27.4316644432916,-51.1866937102993,2800.7,Área 02
-27.4317095832464,-51.1866937862412,4396.18,Área 02
-27.4317547232008,-51.1866938621833,4044.62,Área 02
-27.431799863155,-51.1866939381256,3911.57,Área 02
-27.4318450031088,-51.186694014068,3335.21,Área 02
-27.4318901430624,-51.1866940900106,4558.55,Área 02
-27.4319352830157,-51.1866941659535,3110.21,Área 02
-27.4319804229686,-51.1866942418964,3797.07,Área 02
-27.4320255629213,-51.1866943178396,3987.19,Área 02
-27.4320707028737,-51.1866943937829,4109.62,Área 02
-27.4321158428258,-51.1866944697264,4671.02,Área 02
-27.4321609827776,-51.1866945456701,2946.33,Área 02
-27.4322061227291,-51.186694621614,2842.45,Área 02
-27.4322512626804,-51.186694697558,4161.12,Área 02
-27.4322964026313,-51.1866947735023,3973.51,Área 02
-27.4323415425819,-51.1866948494467,3724.51,Área 02
-27.4323866825323,-51.1866949253912,4540.18,Área 02
-27.4324318224823,-51.186695001336,3968.78,Área 02
-27.4324769624321,-51.1866950772809,3476.75,Área 02
-27.4325221023816,-51.186695153226,4097.23,Área 02
-27.4325672423307,-51.1866952291713,4708.71,Área 02
-27.4326123822796,-51.1866953051168,4490.64,Área 02
-27.4326575222282,-51.1866953810624,3119.55,Área 02
-27.4327026621765,-51.1866954570082,3612.47,Área 02
-27.4327478021245,-51.1866955329542,3108.84,Área 02
-27.4327929420722,-51.1866956089004,3951.09,Área 02
-27.4328380820197,-51.1866956848467,4568.52,Área 02
-27.4328832219668,-51.1866957607932,3001.72,Área 02
-27.4329283619136,-51.1866958367399,3364.58,Área 02
-27.4329735018602,-51.1866959126868,3962.09,Área 02
-27.4330186418064,-51.1866959886339,3040.4,Área 02
-27.4330637817524,-51.1866960645811,4631.82,Área 02
-27.433108921698,-51.1866961405285,4001.68,Área 02
-27.4331540616434,-51.1866962164761,3790.2,Área 02
-27.4331992015885,-51.1866962924238,2997.45,Área 02
-27.4332443415333,-51.1866963683718,3243.15,Área 02
-27.4332894814778,-51.1866964443199,4081.06,Área 02
-27.433334621422,-51.1866965202682,3705.79,Área 02
-27.4333797613659,-51.1866965962167,3063.75,Área 02
-27.4334249013095,-51.1866966721653,4575.46,Área 02
-27.4334700412528,-51.1866967481141,3232.07,Área 02
-27.4335151811958,-51.1866968240631,3720.77,Área 02
-27.4335603211386,-51.1866969000123,3957.47,Área 02
-27.433605461081,-51.1866969759617,3783.42,Área 02
-27.4336506010232,-51.1866970519112,4836.31,Área 02
-27.433695740965,-51.1866971278609,3419.95,Área 02
-27.4337408809066,-51.1866972038108,4134.64,Área 02
-27.4337860208479,-51.1866972797609,3916.34,Área 02
-27.4338311607889,-51.1866973557111,3631.26,Área 02
-27.4338763007295,-51.1866974316615,3813.96,Área 02
-27.4339214406699,-51.1866975076121,4350.69,Área 02
-27.43396658061,-51.1866975835629,3368.2,Área 02
-27.4340117205499,-51.1866976595138,3150.43,Área 02
-27.4340568604894,-51.186697735465,3785.98,Área 02
-27.4341020004286,-51.1866978114163,3514.95,Área 02
-27.4341471403675,-51.1866978873677,2815.06,Área 02
-27.4346205229722,-51.1865975012749,3229.35,Área 02
-27.4345753830361,-51.1865974253627,2807.12,Área 02
-27.4345302430997,-51.1865973494507,2976.14,Área 02
-27.4344851031629,-51.1865972735389,3877.86,Área 02
-27.4344399632259,-51.1865971976272,3242.09,Área 02
-27.4343948232887,-51.1865971217158,4777.91,Área 02
-27.4343496833511,-51.1865970458045,3598.54,Área 02
-27.4343045434132,-51.1865969698934,3102.54,Área 02
-27.434259403475,-51.1865968939825,4698.96,Área 02
-27.4342142635365,-51.1865968180717,3353.41,Área 02
-27.4341691235978,-51.1865967421611,4875.19,Área 02
-27.4341239836587,-51.1865966662507,3806.25,Área 02
-27.4340788437194,-51.1865965903405,4873.52,Área 02
-27.4340337037798,-51.1865965144304,2944.03,Área 02
-27.4339885638398,-51.1865964385206,3235.47,Área 02
-27.4339434238996,-51.1865963626109,3454.21,Área 02
-27.4338982839591,-51.1865962867013,3450.84,Área 02
-27.4338531440183,-51.186596210792,4751.46,Área 02
-27.4338080040772,-51.1865961348828,2986.6,Área 02
-27.4337628641358,-51.1865960589738,3888.92,Área 02
-27.4337177241941,-51.186595983065,4452.06,Área 02
-27.4336725842521,-51.1865959071564,3263.68,Área 02
-27.4336274443099,-51.1865958312479,2984.15,Área 02
-27.4335823043673,-51.1865957553397,3533.97,Área 02
-27.4335371644244,-51.1865956794316,3172.68,Área 02
-27.4334920244813,-51.1865956035236,4402.9,Área 02
-27.4334468845379,-51.1865955276159,4217.52,Área 02
-27.4334017445941,-51.1865954517083,4121.74,Área 02
-27.4333566046501,-51.1865953758009,4726.71,Área 02
-27.4333114647058,-51.1865952998937,3277.18,Área 02
-27.4332663247612,-51.1865952239867,3818.95,Área 02
-27.4332211848163,-51.1865951480798,4113.25,Área 02
-27.4331760448711,-51.1865950721731,4504.26,Área 02
-27.4331309049256,-51.1865949962666,4385.32,Área 02
-27.4330857649798,-51.1865949203603,4843.4,Área 02
-27.4330406250337,-51.1865948444541,4154.48,Área 02
-27.4329954850873,-51.1865947685481,4443.47,Área 02
-27.4329503451407,-51.1865946926423,3225.72,Área 02
-27.4329052051937,-51.1865946167367,4815.37,Área 02
-27.4328600652465,-51.1865945408313,3191.54,Área 02
-27.432814925299,-51.186594464926,4186.62,Área 02
-27.4327697853511,-51.1865943890209,4609.52,Área 02
-27.432724645403,-51.186594313116,3747.04,Área 02
-27.4326795054546,-51.1865942372112,4570.42,Área 02
-27.4326343655059,-51.1865941613067,2886.1,Área 02
-27.4325892255569,-51.1865940854023,3781.73,Área 02
-27.4325440856076,-51.1865940094981,2989.33,Área 02
-27.432498945658,-51.186593933594,4443.87,Área 02
-27.4324538057081,-51.1865938576902,4769.3,Área 02
-27.4324086657579,-51.1865937817865,2865.54,Área 02
